featurePair,variable,median,HPD_l,HPD_u
VO-PN,r_2_3,0.7310361168209575,0.02886161311730321,2.734541428729921
VO-PN,r_4_3,1.2076332447347342,0.40243733455002334,2.5699214184286614
VO-PN,r_1_4,1.3349206874545625,0.47700127424513206,2.726227778691153
VO-PN,r_2_4,1.8616271943052145,0.04884366017861046,5.863038189519344
VO-PN,r_3_4,0.753436024253455,0.043680112560219767,2.687531029204539
VO-PN,e1,0.613902939427498,0.5398306047310975,0.6846724850564189
VO-PN,e2,0.060163414870369115,0.03167744864115696,0.09594193271734953
VO-PN,e3,0.0909225367658852,0.054273317829189066,0.13350378001131777
VO-PN,e4,0.22978453795825188,0.17486359436300059,0.29306842527189225
VO-NG,r_2_1,3.288600482879434,0.7475545623871668,7.066875200783069
VO-NG,r_3_1,4.663825832770191,1.7217931738135157,9.24909100350263
VO-NG,r_4_1,1.0768235058699749,0.23305039703368907,2.371739067637311
VO-NG,r_1_2,0.3143395550321597,0.08052418923451651,0.6672147514609363
VO-NG,r_3_2,0.35319261960337445,0.05225566828601325,1.0212078297917577
VO-NG,r_4_2,0.7648302033633703,0.18589614337524052,1.7024902245789368
VO-NG,r_1_3,1.0198003637996242,0.33171555838058286,2.0152491171152014
VO-NG,r_2_3,0.5437263188194588,0.04101989332536948,1.6033941183519977
VO-NG,r_4_3,2.5564871554032855,0.9015818790973922,4.940433707754433
VO-NG,r_1_4,0.7286645317463185,0.18095396631846913,1.6041604729568033
VO-NG,r_2_4,0.6136513151612286,0.01593094802663018,1.8937916869006577
VO-NG,r_3_4,1.331156944078536,0.25530363494508773,3.3522279615888153
VO-NG,e1,0.5844527134414349,0.5096808997273515,0.6574882433795118
VO-NG,e2,0.08256605591589669,0.04725510218506637,0.12326383309951182
VO-NG,e3,0.16464005714601881,0.11411512225483213,0.21478004672062503
VO-NG,e4,0.16444556570396224,0.1152924304468417,0.21593015798043633
VO-NA,r_2_1,1.220286238511215,0.3819702777132886,2.537258067384875
VO-NA,r_3_1,1.4069672972714526,0.11730241713036027,3.520059122109093
VO-NA,r_4_1,0.6939473966662439,0.1801835170781843,1.572877568306674
VO-NA,r_1_2,2.6510434137613164,0.9920175388698558,5.337786114605038
VO-NA,r_3_2,0.46086396825026565,0.03338607854743301,1.5179371148466236
VO-NA,r_4_2,1.9567330091797166,0.6810333499159654,3.887621526467337
VO-NA,r_1_3,0.5571420523229489,0.10250745651309065,1.3181411571056922
VO-NA,r_2_3,0.2171203204623331,0.04396332592086827,0.5217367521785082
VO-NA,r_4_3,2.7020984342576098,1.024706561507924,5.114245675215765
VO-NA,r_1_4,0.6994256445864945,0.11381734744635086,1.8435175087231241
VO-NA,r_2_4,0.982463708884389,0.23513419616762818,2.1661474845849495
VO-NA,r_3_4,1.6353791139152734,0.2488310011602628,3.82421830978048
VO-NA,e1,0.22389427515445062,0.1649354323364898,0.2819866062372228
VO-NA,e2,0.4202209621202636,0.35014105806083684,0.49302963866037347
VO-NA,e3,0.18307880790256315,0.1305023804833047,0.23695645369330795
VO-NA,e4,0.16930371477205444,0.12540554064378262,0.22027189162554278
VO-ND,r_2_1,3.5002789240089056,1.4840043467956947,7.081957369934923
VO-ND,r_3_1,1.3310026120260599,0.306295014519341,3.1025727068908484
VO-ND,r_4_1,1.0428145687642534,0.26772756260662267,2.6036443753925407
VO-ND,r_1_2,2.119177131969242,0.6909196023233184,4.391471591820274
VO-ND,r_3_2,0.3156420909994164,0.023729979653489622,0.9583369748445931
VO-ND,r_4_2,1.006611820089256,0.21329550927144575,2.276323339175808
VO-ND,r_1_3,1.1599640705690613,0.35212198080001494,2.398121259788962
VO-ND,r_2_3,0.28449814201974016,0.05291630575449923,0.7502352556812946
VO-ND,r_4_3,3.5444288563813293,1.2891771041055278,6.846945360473237
VO-ND,r_1_4,0.4861613814831754,0.08377248713098827,1.1707859025246148
VO-ND,r_2_4,0.34892201186275784,0.035749213218364585,0.9809030859435082
VO-ND,r_3_4,2.5786431238671463,0.7938503221748395,5.72266465057063
VO-ND,e1,0.3527036086446461,0.2831641315475291,0.41936186507096146
VO-ND,e2,0.24163373667093882,0.18400961434285007,0.3041001696872077
VO-ND,e3,0.24100294384719007,0.18502360668211312,0.2992197291311411
VO-ND,e4,0.1608707836623342,0.11429657150642847,0.20937532290904656
VO-NNum,r_2_1,1.17223849940076,0.45860901541149307,2.363940452711786
VO-NNum,r_3_1,1.5592555293616024,0.27057650129546346,3.409888024845467
VO-NNum,r_4_1,0.5084684951391621,0.06933684974221349,1.4452007985465936
VO-NNum,r_1_2,0.8688200199889289,0.14468329355780335,1.9089137864142258
VO-NNum,r_3_2,0.49732439457185945,0.055649024979268824,1.5036473218650297
VO-NNum,r_4_2,2.4256959305462598,0.9126999399491744,4.872541382537558
VO-NNum,r_1_3,1.81297835338572,0.6467356673172244,3.5944301603233595
VO-NNum,r_2_3,0.31134948727416595,0.04003906079384477,0.7588057150484133
VO-NNum,r_4_3,3.597818738656936,1.2625249301699528,6.783309764345732
VO-NNum,r_1_4,0.47910287314919847,0.08167151732377792,1.175822859395455
VO-NNum,r_2_4,0.45019276128693375,0.08655554011375002,1.0402861918636939
VO-NNum,r_3_4,2.698489076984094,0.9919268271449129,5.397533196290574
VO-NNum,e1,0.2678048671206607,0.19931629246858423,0.33287873232044934
VO-NNum,e2,0.36024297087934454,0.28652230832309533,0.43178840078293795
VO-NNum,e3,0.22904314239549445,0.174586735304067,0.2981456722211001
VO-NNum,e4,0.14005656569019012,0.09621226084449944,0.1875166175288639
VO-NRc,r_2_1,1.6744977080227492,0.23304061373978074,3.8488465540804633
VO-NRc,r_3_1,3.5205236965370856,1.0095630316669912,7.274209865476409
VO-NRc,r_4_1,1.0577451197542138,0.0647686408116605,4.287259098006445
VO-NRc,r_1_2,1.5775312512794923,0.19376582796683595,3.8698583085023133
VO-NRc,r_3_2,1.414939266047054,0.23611938101830893,3.1172534845514783
VO-NRc,r_4_2,1.1541065982089407,0.05618576999039754,4.432543273154455
VO-NRc,r_1_3,4.131785262637938,1.1192265507696617,8.634899074441794
VO-NRc,r_2_3,1.8343107306187432,0.26246385057526506,4.799080215814699
VO-NRc,r_4_3,1.363377936853321,0.07678929511843707,5.0091676453861504
VO-NRc,r_1_4,0.17056116751270436,0.024608905958558663,0.46871479142685113
VO-NRc,r_2_4,0.25674431844479795,0.032933295351219846,0.6608946188359461
VO-NRc,r_3_4,0.18836331167156767,0.030737689826541965,0.49970590206117604
VO-NRc,e1,0.3076454895452352,0.22918390174093617,0.3774542802367026
VO-NRc,e2,0.2769344907839216,0.20024021928993244,0.3521142811625919
VO-NRc,e3,0.3662451211987626,0.28502942274885756,0.4454266594838108
VO-NRc,e4,0.046243425015621425,0.019961277359273135,0.08269483270190127
PN-NG,r_2_1,2.6339516557435694,0.46768402048168045,6.514441972215293
PN-NG,r_3_1,4.279792334225243,0.8132481375613206,9.741809170887402
PN-NG,r_4_1,3.6526129790369306,1.3153035615348627,7.872211868336852
PN-NG,r_1_2,0.15897650995110763,0.026497666151503885,0.4214918309909258
PN-NG,r_3_2,0.534634627782203,0.08303821419768362,1.5493066938125095
PN-NG,r_4_2,0.4033027257244405,0.055651476795198954,1.1155533909665687
PN-NG,r_1_3,0.468012903047057,0.11734581112610112,1.0343177223933444
PN-NG,r_2_3,0.5446770767703336,0.03870831474492354,1.8731109452978514
PN-NG,r_4_3,2.1495614784602015,0.5800692720823031,4.615344652211893
PN-NG,r_1_4,1.1700118479580697,0.26339445046914317,2.407048229099311
PN-NG,r_2_4,0.9352341877408876,0.05639295379017316,3.2710751903057007
PN-NG,r_3_4,1.1114964136228056,0.056536836203741496,3.8118733513817524
PN-NG,e1,0.6721879616029995,0.5984091851894257,0.74517567169572
PN-NG,e2,0.055194188262600696,0.02626548372198207,0.0916864054405902
PN-NG,e3,0.11144481524695204,0.06979460159565964,0.1569717503088033
PN-NG,e4,0.15722663216176577,0.10968878852768035,0.2163333068380682
PN-NA,r_2_1,1.681267895200166,0.5348729607538683,3.689973366408858
PN-NA,r_3_1,0.9667559408069148,0.06505439057988523,2.514664856311706
PN-NA,r_4_1,1.2662776294820062,0.2899554645850174,2.833752815548603
PN-NA,r_1_2,3.6073671296717382,0.9034332774859589,6.762400921426467
PN-NA,r_3_2,0.5692055450438611,0.03700976065351406,1.7876782124452006
PN-NA,r_4_2,2.320168771511426,0.5799894525989977,4.657991889272035
PN-NA,r_1_3,0.3995775875256177,0.08427795712502606,0.9940135515361208
PN-NA,r_2_3,0.15665295403378837,0.023913028948604975,0.4452987832948584
PN-NA,r_4_3,3.2724973763690324,1.3408539616570605,6.444661511488242
PN-NA,r_1_4,0.8572998132592646,0.165621803819257,2.102469882385626
PN-NA,r_2_4,0.7160437711288534,0.1185509388295256,1.611426697309695
PN-NA,r_3_4,1.8985127225856542,0.24843597881244237,4.5147413930722475
PN-NA,e1,0.23290637673975262,0.1699960026007871,0.3037488938516846
PN-NA,e2,0.471831251849431,0.3922726849690299,0.5461418432620693
PN-NA,e3,0.16271857563956385,0.11609357539056157,0.22306389039770386
PN-NA,e4,0.12840089523714385,0.08534228799309236,0.17242608008611435
PN-ND,r_2_1,3.2543619142881193,1.2535428118833325,6.323636901526793
PN-ND,r_3_1,0.9245556951329494,0.0456186866408827,2.5187388664016748
PN-ND,r_4_1,1.16316792469695,0.24544819172866933,2.6822494950602103
PN-ND,r_1_2,1.818654486931392,0.6125381597091574,3.6473973539575395
PN-ND,r_3_2,0.4206794349596208,0.03579437386057084,1.4136636368466036
PN-ND,r_4_2,1.7248256475120296,0.5789112212029013,3.6806532284041906
PN-ND,r_1_3,0.6953430611745206,0.25722897391526506,1.4447568709627556
PN-ND,r_2_3,0.17235534195068897,0.02518505070902493,0.4982208295476385
PN-ND,r_4_3,3.665157064583232,1.5349457749739326,7.05157776063025
PN-ND,r_1_4,0.5138295357880598,0.06279351366154738,1.14018486319403
PN-ND,r_2_4,0.44421244696374,0.06466850991237107,1.1133973165872213
PN-ND,r_3_4,2.5388348177813853,0.8121163147346654,5.572593258978062
PN-ND,e1,0.4034465830850401,0.33095570589499707,0.47483052582271384
PN-ND,e2,0.2705020899419026,0.20776586114212886,0.3356840697273477
PN-ND,e3,0.1951515562460968,0.13681671943042464,0.253788094485085
PN-ND,e4,0.12699277555050276,0.08429583029656146,0.17466479617476552
PN-NNum,r_2_1,1.4830284951932826,0.4983009777411044,2.987443165143209
PN-NNum,r_3_1,1.2720625879377694,0.14643676998290472,2.9922539684038147
PN-NNum,r_4_1,0.5114416690244444,0.05471275383486579,1.60205566886692
PN-NNum,r_1_2,0.9879472362667738,0.11290264331184514,2.2932644452686115
PN-NNum,r_3_2,0.6496370915316159,0.04624676111174817,2.0534638861659023
PN-NNum,r_4_2,3.009624779335077,0.8444637422853194,6.062426466111948
PN-NNum,r_1_3,1.4580614634070481,0.429622076946461,3.084759483202253
PN-NNum,r_2_3,0.20437372636659262,0.027760592396600024,0.5652872831602698
PN-NNum,r_4_3,3.490605907858349,0.8376078612198534,7.334357735810805
PN-NNum,r_1_4,0.24140887026167235,0.02911478665390526,0.7640310170350804
PN-NNum,r_2_4,0.41698294459437985,0.07249221264428633,1.0413672441769233
PN-NNum,r_3_4,3.68356325544998,1.1912313550082811,7.899132197544072
PN-NNum,e1,0.3170241778305058,0.24444459247678238,0.39730833091320433
PN-NNum,e2,0.38398003520184454,0.3042010967960835,0.4674949276086472
PN-NNum,e3,0.17060638953756266,0.10908995729181611,0.2333308355449247
PN-NNum,e4,0.12279149359999361,0.0746689471076102,0.1809660673170127
PN-NRc,r_2_1,1.9249792480590213,0.33058301594499134,4.439134611195932
PN-NRc,r_3_1,4.511589503558086,1.5161580026001116,9.23655365471255
PN-NRc,r_4_1,1.2124155120310443,0.08313433695638235,4.351045891357582
PN-NRc,r_1_2,1.6347784840534472,0.3400037425743636,3.5977622682781703
PN-NRc,r_3_2,1.433478804533353,0.2948530623078018,3.1651234888551367
PN-NRc,r_4_2,1.1846593280266633,0.040230000089983495,4.72352749225188
PN-NRc,r_1_3,3.40981366700291,0.866611375341432,7.375327668955062
PN-NRc,r_2_3,1.7282605021151065,0.07774848687300513,4.188514673386193
PN-NRc,r_4_3,1.5929019066851728,0.0379896801948035,5.08175706227443
PN-NRc,r_1_4,0.17280883310585268,0.026081852333086113,0.4692521219075275
PN-NRc,r_2_4,0.21077317464235365,0.025970379921266058,0.572563695381282
PN-NRc,r_3_4,0.34466539714704153,0.06020018727296342,0.8932210503388691
PN-NRc,e1,0.3728504050832284,0.2905271993628872,0.4561919833312844
PN-NRc,e2,0.2777073124009941,0.20485392063169885,0.3560597229889115
PN-NRc,e3,0.29517513571654147,0.22118034957042015,0.3753597563488123
PN-NRc,e4,0.05000562724315832,0.02125282019392985,0.08557338162575584
NG-NA,r_2_1,1.2186039565380589,0.3731945241700317,2.5710661721514994
NG-NA,r_3_1,1.9913267945096438,0.18194797239517946,4.523782125464937
NG-NA,r_4_1,1.5228747705151524,0.44510719134079796,3.4178320400280278
NG-NA,r_1_2,2.590849711298713,0.8917031982481414,5.189043664714745
NG-NA,r_3_2,0.48949898378603285,0.012643061667328549,1.7073255222290808
NG-NA,r_4_2,3.2722875988946183,1.2078621579058786,6.558725519668533
NG-NA,r_1_3,0.26150539304626086,0.03698957315114054,0.7583275763348514
NG-NA,r_2_3,0.1290362295058221,0.015172141955086092,0.3648378166217574
NG-NA,r_4_3,2.700338818848416,1.0301510548329897,5.408309039169591
NG-NA,r_1_4,0.7613494811135106,0.10555647114127661,1.9147182095655226
NG-NA,r_2_4,1.149710363079413,0.36468809643036837,2.4381569308760342
NG-NA,r_3_4,1.1655437860131577,0.11910135873280576,2.9965897959745984
NG-NA,e1,0.277524967668224,0.21488430190850724,0.3497784192530906
NG-NA,e2,0.4727421952332424,0.3923097941366009,0.5479859130179329
NG-NA,e3,0.1240283747111541,0.08064717831369612,0.17116145722268022
NG-NA,e4,0.12222999463792229,0.08236436071335866,0.16737431341969786
NG-ND,r_2_1,4.01401570860239,1.8757810062719413,7.334212520909906
NG-ND,r_3_1,1.5595004104076122,0.3438854621823465,3.305403116953358
NG-ND,r_4_1,0.9830047543578276,0.2251624172166452,2.1655138299633068
NG-ND,r_1_2,1.9668454454956943,0.9380116743132825,3.7067399837848254
NG-ND,r_3_2,0.401931034202148,0.029074342392630265,1.3445065761068904
NG-ND,r_4_2,2.6111346959909145,1.052931053828073,5.0047475367659855
NG-ND,r_1_3,0.455649570712389,0.1359363818640467,0.9825162601176114
NG-ND,r_2_3,0.15309779722390532,0.02815218531709374,0.4414520552894521
NG-ND,r_4_3,2.97078111891065,1.220593953565802,5.688029625314453
NG-ND,r_1_4,0.6306336744205795,0.17956273601313788,1.286638531114902
NG-ND,r_2_4,0.5774661556105515,0.04920023112894735,1.482995639922697
NG-ND,r_3_4,1.9424486047895944,0.4380577666003861,4.1794549620692765
NG-ND,e1,0.46287914175424794,0.38994302536686404,0.538573986663647
NG-ND,e2,0.27016011337950474,0.21108098308747722,0.3404228387984708
NG-ND,e3,0.14865118125294005,0.09960122059653939,0.20031401737094273
NG-ND,e4,0.114763370048547,0.07777248185092633,0.15866631516493834
NG-NNum,r_2_1,1.4760243605044034,0.4093967890688187,3.0055562635483497
NG-NNum,r_3_1,2.2532320356819406,0.44681433670979476,4.618026815713438
NG-NNum,r_4_1,0.999777545882241,0.12084511457249911,2.366037357870369
NG-NNum,r_1_2,0.9039662275490936,0.1270380509196558,2.1167799538151577
NG-NNum,r_3_2,0.9494012444434001,0.12209580799285925,2.464754496951087
NG-NNum,r_4_2,2.7333519640682082,0.8801534852426793,5.744294761809027
NG-NNum,r_1_3,1.1948607760528014,0.29915210012716875,2.5455222799841004
NG-NNum,r_2_3,0.2208097382697763,0.021942293367618923,0.5982838183382009
NG-NNum,r_4_3,1.223270042276354,0.26087299303439915,2.8494436978427813
NG-NNum,r_1_4,0.21445133596137744,0.02037253800624208,0.7128152044377025
NG-NNum,r_2_4,0.5040012044150759,0.09249555571111465,1.231190992056568
NG-NNum,r_3_4,3.457904739393528,1.1476073564485778,6.985520140489781
NG-NNum,e1,0.3848597493084349,0.3124462232165443,0.46389658767927094
NG-NNum,e2,0.3716158383050493,0.30107704942806107,0.45433400973721094
NG-NNum,e3,0.1073867802843895,0.06624109797950015,0.15885903089681058
NG-NNum,e4,0.1309450071180845,0.08679514700409201,0.18088577043351314
NG-NRc,r_2_1,2.430893796756088,0.46592267675124555,5.167808577111488
NG-NRc,r_3_1,6.547690843401029,2.0831670779725906,13.465647435305545
NG-NRc,r_4_1,0.984396272151809,0.07989715157900255,3.9366651781660735
NG-NRc,r_1_2,1.260481709277507,0.25164439699865554,3.2629123544219083
NG-NRc,r_3_2,1.5850619204711096,0.26892305146544065,3.7714751705136025
NG-NRc,r_4_2,1.2646037480166972,0.023138561411528428,4.171066586856218
NG-NRc,r_1_3,4.387027300739289,1.3620051661300452,9.280213308790042
NG-NRc,r_2_3,0.6830615798283727,0.05483008550698172,2.1817920377263382
NG-NRc,r_4_3,1.2553693972538627,0.07437751331280215,4.441895259069673
NG-NRc,r_1_4,0.13813839630152716,0.014532123210327274,0.3788898237249044
NG-NRc,r_2_4,0.18887001709298523,0.032206139374545736,0.561522545316482
NG-NRc,r_3_4,0.28519214718935915,0.05984157503913841,0.7691323405587188
NG-NRc,e1,0.40764695818337543,0.32167123422424976,0.4883799133009998
NG-NRc,e2,0.2912971066680603,0.21806975030461384,0.3776654121325254
NG-NRc,e3,0.24689155661200785,0.17827002652594853,0.32166350917585784
NG-NRc,e4,0.047065165747690735,0.01955600878807096,0.08591431945219057
NA-ND,r_2_1,0.9258550736578115,0.06400152055509549,3.165043345307104
NA-ND,r_3_1,1.8297099878582568,0.5158624364393374,4.1614066740072975
NA-ND,r_4_1,2.111207338775148,0.6643774542652542,4.141313205283283
NA-ND,r_1_2,0.22129636204691544,0.03936444190804633,0.5455954528215208
NA-ND,r_3_2,0.11676725443665796,0.020275476999377668,0.34061859030614206
NA-ND,r_4_2,0.511463283729264,0.16712936716723092,1.0611889036510993
NA-ND,r_1_3,1.706376452998431,0.44697662816044453,3.619380137657776
NA-ND,r_2_3,0.742418512385142,0.04171565573381695,2.423028348567203
NA-ND,r_4_3,5.548067342041711,2.421860859701591,10.159567597998812
NA-ND,r_1_4,1.782247620385088,0.444728570204893,3.6885472538776978
NA-ND,r_2_4,1.2179561825573693,0.033358959964531205,3.3522487873614106
NA-ND,r_3_4,4.443559969366774,1.2647767956808929,8.815052634189318
NA-ND,e1,0.33183899094155683,0.2649758879835277,0.4037028837097067
NA-ND,e2,0.07723296315530519,0.04339078444275826,0.11627546187449017
NA-ND,e3,0.3246293188791988,0.26297916760127793,0.39407807457771266
